Lead id,Job title,Company,Industry,Location,Company size,Campaign,Channel,Contacted at,Accepted,Replied,Reply label
lead_0548,CEO,Company 63,Financial Services,"Toronto, Canada",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-09,no,,
lead_0549,Managing Partner,Company 64,Financial Services,"Berlin, Germany",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-24,no,,
lead_0550,SVP Revenue,Company 65,Manufacturing,"Madrid, Spain",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-04,no,,
lead_0551,Founder & CEO,Company 66,Retail,"London, England, United Kingdom",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-06,no,,
lead_0552,Partnerships Manager,Company 67,Manufacturing,"Berlin, Germany",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-04,no,,
lead_0553,Partnerships Manager,Company 68,Manufacturing,"London, England, United Kingdom",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-01,yes,,
lead_0554,VP Sales,Company 69,Manufacturing,"Amsterdam, Netherlands",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-09,yes,,
lead_0555,Business Developer,Company 70,Manufacturing,"Madrid, Spain",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-08,no,,
lead_0556,Business Developer,Company 71,Manufacturing,"Lisbon, Portugal",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-28,yes,,
lead_0557,Responsable Commercial,Company 72,Manufacturing,"Paris, Île-de-France, France",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-15,no,,
lead_0558,SDR Manager,Company 73,Retail,"London, England, United Kingdom",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-16,no,,
lead_0559,Sales Director,Company 74,Retail,"London, England, United Kingdom",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-12,yes,,
lead_0560,Directrice Marketing,Company 75,Retail,"New York, United States",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-24,yes,,
lead_0561,Chief Revenue Officer,Company 76,Financial Services,"Paris, Île-de-France, France",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-17,yes,,
lead_0562,CEO,Company 77,Financial Services,"Lisbon, Portugal",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-26,no,yes,Meeting booked
lead_0563,Founder,Company 78,Business Consulting and Services,"London, England, United Kingdom",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-16,no,yes,Interested
lead_0564,Marketing Manager,Company 79,Retail,"New York, United States",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-22,no,,
lead_0565,VP Marketing,Company 80,Business Consulting and Services,"Paris, Île-de-France, France",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-22,no,,
lead_0566,Chief Revenue Officer,Company 81,Financial Services,"London, England, United Kingdom",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-07,no,,
lead_0567,Marketing Manager,Company 82,Business Consulting and Services,"Amsterdam, Netherlands",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-07,no,,
lead_0568,COO,Company 83,Financial Services,"London, England, United Kingdom",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-12,no,,
lead_0569,SDR Manager,Company 84,Manufacturing,"New York, United States",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-27,no,,
lead_0570,Founder & CEO,Company 85,Business Consulting and Services,"Madrid, Spain",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-11,yes,,
lead_0571,Responsable Commercial,Company 86,Manufacturing,"Berlin, Germany",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-26,yes,,
lead_0572,Head of Growth,Company 87,Financial Services,"Austin, Texas, United States",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-18,yes,,
lead_0573,GTM Engineer,Company 88,Manufacturing,"Amsterdam, Netherlands",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-06,yes,,
lead_0574,Partnerships Manager,Company 89,Financial Services,"Lyon, France",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-08,no,,
lead_0575,Growth Marketer,Company 90,Financial Services,"Paris, Île-de-France, France",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-27,yes,yes,Meeting booked
lead_0576,GTM Engineer,Company 91,Financial Services,"Toronto, Canada",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-28,yes,,
lead_0577,Head of RevOps,Company 92,Financial Services,"Lisbon, Portugal",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-17,no,,
lead_0578,SDR,Company 93,Manufacturing,"London, England, United Kingdom",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-09,no,,
lead_0579,Sales Manager,Company 94,Financial Services,"Toronto, Canada",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-22,no,,
lead_0580,Marketing Manager,Company 95,Financial Services,"Amsterdam, Netherlands",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-15,no,,
lead_0581,Head of Growth,Company 96,Business Consulting and Services,"Madrid, Spain",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-07,no,,
lead_0582,Growth Marketer,Company 00,Manufacturing,"Amsterdam, Netherlands",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-22,no,,
lead_0583,Sales Manager,Company 01,Business Consulting and Services,"Paris, Île-de-France, France",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-05,no,,
lead_0584,Sales Director,Company 02,Financial Services,"Lyon, France",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-12,yes,,
lead_0585,CEO,Company 03,Financial Services,"Paris, Île-de-France, France",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-22,no,,
lead_0586,Growth Marketer,Company 04,Business Consulting and Services,"New York, United States",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-08,no,,
lead_0587,VP Sales,Company 05,Business Consulting and Services,"Austin, Texas, United States",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-27,yes,,
lead_0588,Founder,Company 06,Retail,"Toronto, Canada",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-24,no,yes,Not interested
lead_0589,Marketing Manager,Company 07,Retail,"New York, United States",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-09,no,,
lead_0590,COO,Company 08,Retail,"London, England, United Kingdom",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-05,no,yes,Meeting booked
lead_0591,Marketing Manager,Company 09,Business Consulting and Services,"Paris, Île-de-France, France",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-09,yes,yes,Not now
lead_0592,Responsable Commercial,Company 10,Business Consulting and Services,"Toronto, Canada",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-05,yes,,
lead_0593,Sales Manager,Company 11,Manufacturing,"Madrid, Spain",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-10,no,,
lead_0594,SDR Manager,Company 12,Retail,"Lyon, France",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-07,no,,
lead_0595,Marketing Manager,Company 13,Manufacturing,"London, England, United Kingdom",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-16,no,,
lead_0596,GTM Engineer,Company 14,Manufacturing,"Lisbon, Portugal",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-25,yes,,
lead_0597,Vice President Growth,Company 15,Retail,"New York, United States",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-01,yes,,
lead_0598,Sales Director,Company 16,Manufacturing,"Austin, Texas, United States",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-09,yes,yes,Not now
lead_0599,VP Marketing,Company 17,Business Consulting and Services,"Lyon, France",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-03,yes,,
lead_0600,Chief Growth Officer,Company 18,Manufacturing,"Paris, Île-de-France, France",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-11,yes,,
lead_0601,Business Developer,Company 19,Financial Services,"Austin, Texas, United States",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-04,no,,
lead_0602,Directrice Marketing,Company 20,Business Consulting and Services,"Toronto, Canada",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-15,yes,,
lead_0603,SDR Manager,Company 21,Business Consulting and Services,"Lisbon, Portugal",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-11,no,,
lead_0604,CEO,Company 22,Business Consulting and Services,"Paris, Île-de-France, France",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-05,yes,,
lead_0605,Founder,Company 23,Retail,"Amsterdam, Netherlands",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-17,yes,,
lead_0606,Partnerships Manager,Company 24,Retail,"Austin, Texas, United States",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-05,no,,
lead_0607,CMO,Company 25,Financial Services,"New York, United States",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-13,no,,
lead_0608,Vice President Growth,Company 26,Manufacturing,"Toronto, Canada",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-03,yes,,
lead_0609,Head of Growth,Company 27,Manufacturing,"Austin, Texas, United States",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-13,no,,
lead_0610,SDR Manager,Company 28,Financial Services,"Toronto, Canada",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-26,yes,,
lead_0611,Marketing Manager,Company 29,Manufacturing,"Amsterdam, Netherlands",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-06,no,,
lead_0612,Responsable Commercial,Company 30,Retail,"New York, United States",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-12,yes,,
lead_0613,CMO,Company 31,Retail,"New York, United States",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-27,no,,
lead_0614,VP Marketing,Company 32,Business Consulting and Services,"Madrid, Spain",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-04,no,yes,Referral
lead_0615,Partnerships Manager,Company 33,Retail,"Berlin, Germany",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-27,yes,,
lead_0616,SVP Revenue,Company 34,Business Consulting and Services,"New York, United States",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-23,yes,,
lead_0617,Account Executive,Company 35,Manufacturing,"Berlin, Germany",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-28,no,,
lead_0618,Partnerships Manager,Company 36,Financial Services,"Lisbon, Portugal",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-26,no,,
lead_0619,VP Sales,Company 37,Retail,"London, England, United Kingdom",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-01,no,yes,Interested
lead_0620,Directrice Marketing,Company 38,Retail,"Lisbon, Portugal",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-13,yes,,
